"Progress","Duration..in.seconds.","Finished","ResponseId","Q_RecaptchaScore","Prolific_ID","punishmore_1","punishmore_2","parsimony_1","parsimony_2","threestrikes_1","threestrikes_2","LWOP","deathpenalty","AttnCheck1","rates_1","rates_2","fear_1","fear_2","fear_3","AttnCheck2","dueprocess_1","dueprocess_2","dueprocess_3","uncertain_1","uncertain_2","uncertain_3","uncertain_4","hate_1","hate_2","hate_3","anger_1","anger_2","exclusion_1","exclusion_2","exclusion_3","degrad_1","degrad_2","degrad_3","suffer_1","suffer_2","prisonvi_1","prisonvi_2","harsh_1","harsh_2","harsh_3","revenge_1","revenge_2","revenge_3","rwa_1","rwa_2","rwa_3","rwa_4","rwa_5","sdo_1","sdo_2","sdo_3","sdo_4","sdo_5","sdo_6","sdo_7","sdo_8","venge_1","venge_2","venge_3","venge_4","venge_5","vprone_1","vprone_2","vprone_3","vprone_4","Raceresent_1","Raceresent_2","Raceresent_3","Raceresent_4","TV_1","TV_2","TV_3","TV_4","TV_5","TV_6","TV_7","TV_8","TV_9","Sentence_1","Sentence_OpenEnd1","Sentence_OpenEnd2","age_1","gender","race","education","politid","feedback","vignette","response_order","X","X.1","X.2","punishmore_1_R","parsimony_1_R","parsimony_2_R","hate_2_R","degrad_1_R","prisonvi_1_R","prisonvi_2_R","harsh_2_R","fear_1_R","rwa_3_R","sdo_3_R","sdo_4_R","sdo_7_R","sdo_8_R","venge_1_R","venge_5_R","Raceresent_1_R","Raceresent_4_R","dueprocess_2_R","Sentence_z","punishmore_comp","parsimony_comp","threestrikes_comp","punitiveness_8item","punitiveness_8item_z","punitiveness_agg","crime_rates_comp","fear_comp","crime_concerns_agg","hatred_comp","anger_comp","emotions_agg","exclusion_comp","degradation_comp","suffering_comp","prisonvi_comp","harsh_comp","revenge_comp","hostile_agg","rwa_comp","sdo_comp","venge_comp","vprone_comp","raceresent_comp","bloodsports_comp","personality_agg","dueprocess_comp","uncertain_comp","process_agg","political_group"
100,929,1,"R_3Qsg4qUhw5j2F8j",1,"607a7b7d300ce256f51706bd",3,4,3,6,3,3,4,4,9,5,5,7,4,3,4,4,6,3,4,4,4,1,3,4,4,4,4,4,3,4,6,4,2,4,3,4,4,2,6,4,2,4,4,5,4,4,3,4,1,1,7,7,1,1,7,7,2,2,2,2,6,7,4,4,1,2,4,4,2,6,4,5,5,4,5,5,4,4,25,"Darryl has no compassion and disregard of another persons life. The motive of this was to protect his criminal operation which lead to him escalating the violence even after the victim was unconscious.","Hope it will help Darryl reflect and be accountable for his actions.
The sentence would also be an example to deter crimes like this or at least lower it. 
Sentencing Darryl would at least stop his crime operation.. ",36,1,6,6,5,"Have a wonderful day ",3,434,NA,NA,NA,5,5,2,4,2,4,4,2,1,4,1,1,1,1,6,2,6,6,2,-0.701097983997598,4.5,3.5,3,3.75,-0.233405330865954,-0.467251657431776,5,2.66666666666667,3.6,3.66666666666667,4,3.8,3.66666666666667,2.66666666666667,3.5,4,2.66666666666667,3.33333333333333,3.25,4,1,2.8,4,5,4.5,3.2,3,3.25,3.14285714285714,"Conservative"
100,979,1,"R_7whlA9w6SY1ZBEq",0.100000001,"66d7322c176f699554b713cb",6,2,2,7,2,1,6,2,9,7,5,5,3,1,4,5,7,1,2,2,2,1,2,5,5,5,3,3,3,2,7,2,1,2,2,7,7,1,7,1,1,1,1,3,1,7,2,2,1,1,7,7,1,1,7,7,6,2,2,1,7,2,1,1,1,7,1,2,6,7,5,4,2,5,1,6,3,2,45,"Darryl’s repeated violence, violation of a restraining order, and direct role in Frankie’s death warrant a sentence near the maximum. His actions show extreme disregard for human life and ongoing danger to others.","To protect society, hold Darryl accountable, deter similar crimes, and deliver justice for Frankie.",43,2,1,6,6,"I found the study thought‑provoking and well‑structured. The scenarios were realistic and encouraged careful reflection. I appreciated the clear instructions and balanced answer options. One suggestion would be to shorten some of the longer question sets or break them into smaller sections, to reduce fatigue and keep responses more focused. Overall, it was an engaging experience.",2,433,NA,NA,NA,2,6,1,3,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,0.598473058063226,2,3.5,1.5,2.75,-1.02634398915029,-0.213935465543533,6,2.33333333333333,3.8,3.33333333333333,4,3.6,2.66666666666667,1.33333333333333,2,1,1,1,1.5,1.8,1,1.6,1.25,1.5,2,1.46666666666667,2.33333333333333,1.75,2,"Conservative"
100,986,1,"R_61G6sfZIAr0I5uf",1,"654beb18b762f5afea837c8b",2,2,1,6,7,2,7,7,9,7,7,4,6,4,4,5,7,2,3,1,2,1,4,4,3,4,7,5,7,5,4,2,4,4,2,3,7,4,4,7,5,1,7,2,1,6,7,6,1,1,7,7,2,2,6,6,6,1,2,1,7,2,1,1,1,7,2,2,7,7,6,4,4,4,4,4,1,1,40,"I would give Darryl 40 years in prison because what he did was very violent and led to someone’s death. He didn’t plan to kill her, but he kept attacking even after she tried to get away. That choice cost an innocent woman her life, so he needs to face serious consequences for it.  I am still iffy about my answer.","A 40-year sentence shows that taking a life is serious and that Darryl must take responsibility for what he did. It also warns others not to turn to violence when life gets hard. At the same time, it gives him a chance to change and think about his actions, since what he did was terrible but may have come from desperation and bad choices, not pure cruelty.",55,2,1,6,4,"Some of the questions were hard to answer.  I needed more clarification.  Anyone who harms a child should get the death penalty.  ",1,432,NA,NA,NA,6,7,2,4,4,5,1,4,4,2,1,1,2,2,2,1,1,1,1,0.444048714849748,4,4.5,4.5,5,0.757767991989468,0.600908353419608,7,4.66666666666667,5.6,3.66666666666667,5.5,4.4,5.66666666666667,3.33333333333333,3,3,5,4.33333333333333,4.1875,3.6,1.5,1.4,1.25,1.5,2.5,1.93333333333333,2.66666666666667,1.75,2.14285714285714,"Moderate"
100,1059,1,"R_3dHrI3U5BnHIiUY",0.800000012,"67648b2d2ca3bdd206096be7",4,5,6,4,5,4,6,5,9,4,5,5,6,4,4,5,4,5,6,5,5,6,6,6,5,5,6,5,5,6,4,4,5,5,4,5,6,3,4,3,5,6,5,6,5,5,5,6,4,3,4,6,1,2,5,7,6,5,6,5,4,2,4,6,5,5,5,6,4,2,5,6,5,4,5,3,2,6,9,"For being violent.","self control",27,2,1,6,6,"no any",2,431,NA,NA,NA,4,2,4,2,4,3,2,4,3,3,4,2,3,1,2,4,3,4,4,-2.25904412045117,4.5,3,4.5,4.375,0.262181330561757,-0.998431394944705,4.5,4.33333333333333,4.4,4.33333333333333,5.5,4.8,5.33333333333333,4.33333333333333,4.5,2.5,3.33333333333333,5.33333333333333,4.3125,5,2.5,4.4,4.25,4.5,4.5,4,4.66666666666667,5.5,5.14285714285714,"Conservative"
100,3088,1,"R_5WM8Rdxgno2ZezL",1,"67462011dac506c79f00c7c0",6,1,5,7,5,1,5,1,9,4,3,7,4,1,4,5,3,1,4,1,2,1,3,6,4,4,2,2,1,6,7,7,3,2,3,7,7,1,7,1,4,2,5,1,1,7,1,1,1,1,7,7,1,1,7,7,3,7,7,6,1,6,1,1,1,7,1,1,7,7,1,4,1,1,1,4,1,2,15,"I'd say 15 years, because, though I understand that his circumstances lead to his desperation, the theft wasn't the only crime he committed. The victim didn't die accidentally, separate from his actions. She fell after being beaten by him repeatedly. He robbed, assaulted, and killed somebody. He took their life over some money.","I would hope that the sentence being less than the usual would make him feel lucky, that he still can come out with years left to live. I would hope that he would reflect on how he clearly went off the deep end, took things too far, and definitely earned his sentence. But I also would want him to spend his time in prison with resources that would help him find secure work, even with a record, after he's released.",26,2,2,3,1,"No suggestions, everything was easy to understand and didn't have any errors or technical issues Thank you!",1,430,NA,NA,NA,2,3,1,2,1,1,1,1,1,1,1,1,1,1,5,7,1,1,5,-1.54211167105967,1.5,2,3,2.375,-1.32369598600692,-1.43290382853329,3.5,2,2.6,3,3,3,3,3.66666666666667,2.5,1,1,3.66666666666667,2.5625,1,1,6.4,2.25,1,1.25,2.1,3.66666666666667,2,2.71428571428571,"Liberal"
100,1095,1,"R_52G1vMctIFA086N",1,"63d42c21dc6f4d60e34cc337",1,7,1,7,1,1,6,7,9,5,5,7,1,1,4,7,1,1,1,1,1,1,1,2,1,5,4,7,6,7,5,7,6,5,1,3,7,2,5,7,7,5,1,5,2,7,6,7,1,6,5,7,5,3,5,6,1,5,7,7,1,7,5,5,1,1,7,7,1,7,5,1,1,1,1,5,1,1,50,"He sounds like a trouble maker that's unlikely to become a  productive member of society. ","Keep society safe from this man.",46,1,4,2,2,"No",3,429,NA,NA,NA,7,7,1,6,3,5,1,3,1,1,3,1,3,2,7,7,7,7,7,1.38354390895301,7,4,1,4.625,0.460415995132842,0.921979952042924,5,1,2.6,2.66666666666667,4.5,3.4,6.66666666666667,5.33333333333333,3,3,4,4.33333333333333,4.5625,4.2,3,6.6,4.5,7,1,4.26666666666667,5,1,2.71428571428571,"Liberal"
100,1621,1,"R_375FLDtBBDIrJcJ",1,"67cb4f07e42b150f96dc180b",4,5,6,4,4,4,5,6,9,6,5,4,5,5,4,4,4,4,6,5,6,6,2,3,3,5,6,4,5,5,4,5,4,5,4,4,4,5,5,4,4,5,6,4,5,5,5,5,6,2,5,4,5,4,4,5,7,1,1,7,1,5,4,5,6,4,5,5,5,7,5,6,3,6,7,7,7,7,25,"I will sentence Daryl for 25 years for killing Frank Williams . This falls within the typical range to 30 years for similar charges of second-degree murder, considering the law allows for a sentence between 0to 50 years of life. ","For justice to be served and to serve as a deterrent to others to be careful in life ",53,2,1,4,7,"The study is easy and clear",1,428,NA,NA,NA,4,2,4,5,4,4,4,3,4,3,3,4,4,3,1,7,4,3,4,-0.747647516695901,4.5,3,4,4.25,0.163063998276215,-0.292291759209843,5.5,4.66666666666667,5,3.33333333333333,5.5,4.2,4.66666666666667,4.33333333333333,4.5,4,4,5,4.4375,4.4,3.875,3.4,5,4.25,6,4.36666666666667,4,5.75,5,"Conservative"
100,1537,1,"R_1xG0Dw7eKxQa7M6",1,"67b746fca75ce7e982a23c67",2,7,1,2,7,3,7,7,9,7,7,6,1,2,4,6,6,6,2,4,6,1,7,7,7,7,7,7,7,6,1,6,6,6,5,1,7,4,5,2,7,7,4,7,7,6,7,7,7,6,6,7,6,5,6,6,6,4,6,4,7,7,5,7,6,7,4,6,6,7,6,6,3,7,3,6,6,5,50,"DARRYL HAS COMMITED A SECOND DEGREE MURDER AND HAS TO BE PUNISHED FOR THE CRIME","IT WILL HELP REMOVE VIOLENT PEOPLE LIKE DARRYL FROM THE SOCIETY AND ALSO MAKE HIM LEARN HIS LESSON'S HOPEFULLY",57,2,1,6,6,"",2,427,NA,NA,NA,6,7,6,1,7,7,1,3,2,2,2,1,2,2,2,1,1,2,2,0.995350443968003,6.5,6.5,5,6.25,1.74894131484489,1.37214587940645,7,1.66666666666667,3.8,5,7,5.8,6.66666666666667,6.33333333333333,5.5,4,3,6,5.3125,6,3.875,3.4,6.25,3.25,4.25,4.43333333333333,4.66666666666667,3.25,3.85714285714286,"Conservative"
100,962,1,"R_58THh7ncnkIVCCU",1,"67ed75fa0c2423e85f8b3c8b",5,2,1,7,7,7,2,6,9,6,6,7,2,1,4,4,7,1,2,4,6,1,7,1,5,6,6,2,1,1,7,1,1,2,1,6,7,1,7,1,6,6,2,6,7,1,6,6,5,1,5,6,1,1,6,7,2,4,6,2,4,2,1,7,1,2,2,7,2,6,2,5,6,7,7,4,1,7,50,"Because Darry had no right to kill another person, whatever the reason was. In addition to that, Darryl is also a criminal and thus he deserve to be in prison for a very long time","It will enlighten people on the consequences of killing someone in society",47,2,1,5,2,"none",3,426,NA,NA,NA,3,7,1,7,1,2,1,1,1,7,3,2,2,1,6,4,6,6,1,1.38354390895301,2.5,4,7,4.375,0.262181330561757,0.822862619757382,6,1.33333333333333,3.2,6.33333333333333,6,6.2,1.33333333333333,1,1.5,1.5,1,4.66666666666667,1.875,6.4,2,4.4,2.75,5.25,5.25,4.1,2,3.25,2.71428571428571,"Liberal"
100,1213,1,"R_34hLs3pOfdoeCOm",0.899999976,"66cee9fa0061a677d1b1f385",2,2,3,5,3,1,3,2,9,5,5,7,2,1,4,2,7,4,5,6,4,1,4,5,3,5,5,3,3,5,7,2,1,1,2,7,7,1,7,1,1,1,1,1,1,7,2,3,1,1,7,7,1,1,7,7,7,1,1,1,7,5,1,2,1,6,1,2,5,7,2,2,5,4,3,1,2,1,50,"I believe that someone whose intentional violence kills someone else in a situation such as this one should be sent to prison for the rest of their natural life.","The person convicted of the crime must spend every day they remain alive paying for the crime they committed and being reminded of the reason for the punishment.",43,2,1,4,2,"Regarding the section that involved many questions about my perception of criminals and appropriate punishment for their crimes, I had a lot of difficulty with some of the questions because there are so many types of crime and they vary in severity. For example, I don't think that someone who shoplifts or commits another nonviolent crime should be considered on an equal plane with a serial killer or human trafficker. Some of the questions had implications that didn't allow me to choose a black-and-white answer on the scale, so I would choose Neutral on the scale for most of those.

It was interesting to stretch my brain in a different way. I hope you meet your research goals!",2,425,NA,NA,NA,6,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,0.995350443968003,4,4,2,3.125,-0.728991992293665,0.133179225837169,5,1.33333333333333,2.8,3.33333333333333,5,4,3.66666666666667,1.33333333333333,1.5,1,1,1,1.625,1.6,1,1,2.25,2,2.75,1.63333333333333,2.33333333333333,4,3.28571428571429,"Liberal"
100,687,1,"R_1G24OPwZuUEZ8lz",1,"63b18d94775ad4aad221103c",3,4,6,4,5,4,4,4,9,4,4,6,4,3,4,6,6,4,5,6,4,3,3,5,3,5,5,5,4,3,5,4,4,5,4,5,5,4,5,3,3,3,4,6,6,3,6,6,4,4,4,5,4,4,4,4,6,3,6,6,6,5,5,5,3,6,6,6,6,5,5,5,5,5,5,5,5,5,31," Its his second crime of murder."," To teach him a lesson and correct him.",58,1,1,4,7,"Thank you for the study.",2,424,NA,NA,NA,5,2,4,3,3,3,3,3,2,5,4,3,4,4,2,2,2,2,2,-0.512783622470149,4.5,3,4.5,4,-0.0351706662948695,-0.273977144382509,4,3,3.4,3,5,3.8,4,3.66666666666667,4.5,3,3.33333333333333,3.33333333333333,3.625,5.8,3.875,3.8,4.5,4,5,4.43333333333333,4,4.5,4.28571428571429,"Conservative"
100,1024,1,"R_51hs89o0ZbkBqEj",1,"64d53aae0f3f7317f6eb617e",4,1,2,5,2,2,2,4,9,3,3,2,2,2,4,3,6,1,4,5,4,1,1,3,4,4,3,3,5,3,5,2,3,2,2,4,5,2,5,2,3,2,4,1,1,7,2,2,2,1,7,7,1,2,6,7,6,1,1,2,2,4,3,5,2,5,3,4,6,6,4,5,3,3,2,6,2,4,30,"hekept poundiong on the guy whne he was down and could not defend himself","rehabilitation",51,1,1,4,3,"n/a",3,423,NA,NA,NA,4,6,3,5,3,4,3,3,6,1,1,1,2,1,2,6,3,2,2,-0.284169605407477,2.5,4.5,2,3,-0.828109324579207,-0.556139464993342,3,3.33333333333333,3.2,3.33333333333333,3.5,3.4,3.66666666666667,2.66666666666667,2,3.5,2.33333333333333,3,2.875,1.4,1.375,2.4,3.5,3,2.75,2.23333333333333,2,3.5,2.85714285714286,"Liberal"
100,775,1,"R_6DMxOcIuW3XhMEN",1,"680dcb74ab0a3a21ef2d6d89",4,3,3,5,2,1,4,3,9,5,4,5,3,3,4,4,7,2,2,4,4,1,2,4,3,4,5,3,3,3,7,4,2,2,3,6,7,1,7,2,2,2,3,3,2,6,3,4,1,1,7,7,2,2,6,7,6,2,2,2,6,3,2,2,1,6,2,3,5,5,3,5,2,7,4,6,3,6,25,"I recommended a 25-year sentence because Darryl’s actions were premeditated and violent, resulting in the death of Frankie Williams. While the crime qualifies as second-degree murder rather than first-degree (indicating it was not fully preplanned to kill from the start), the level of brutality and the involvement of an accomplice show serious culpability. The sentence falls within the typical range of 20–30 years for similar offenses, balancing the severity of the crime with legal standards.","This sentence is intended to:
Punish Darryl appropriately for taking a life through violence.
Deter others from engaging in similar violent behavior or vigilantism.
Protect society by keeping a dangerous individual incarcerated.
Provide a sense of justice to the victim’s family and the community.
The sentence reflects accountability while also aligning with established legal norms for second-degree murder.",71,1,1,6,6,"",3,422,NA,NA,NA,4,5,3,4,1,2,1,1,3,2,1,1,2,1,2,2,2,3,1,-0.701097983997598,3.5,4,1.5,3.125,-0.728991992293665,-0.715044988145632,4.5,3,3.6,3,4.5,3.6,3,2.33333333333333,2.5,1.5,1.33333333333333,2.33333333333333,2.1875,2.8,1.375,2,2,2.5,3.75,2.26666666666667,2.33333333333333,2.75,2.57142857142857,"Conservative"
100,1328,1,"R_63gcc6vpWC0vQ4I",1,"67c5b74f030c4c0f815f717d",2,7,2,4,4,4,5,5,9,5,5,5,4,1,4,3,5,4,1,4,4,1,6,1,4,5,5,3,3,3,5,4,3,3,2,5,6,3,5,4,1,4,3,5,7,4,4,7,5,2,5,7,4,4,4,6,5,3,3,3,6,3,2,4,2,4,6,7,4,7,4,5,5,6,6,6,5,6,35,"Darryl is a dangerous criminal","Life imprisonment",21,2,1,4,4,"",3,421,NA,NA,NA,6,6,4,7,3,3,2,3,3,4,3,1,4,2,3,2,4,4,3,0.132758773182644,6.5,5,4,5.125,0.85688532427501,0.494822048728827,5,2.66666666666667,3.6,5.66666666666667,5,5.4,3,3.33333333333333,2.5,2.5,3.33333333333333,2.66666666666667,2.9375,5.4,3.125,2.8,2.75,5.25,5.5,4,3.33333333333333,2.5,2.85714285714286,"Moderate"
100,1158,1,"R_5biGfqIrA7wwmiZ",0.600000024,"67f1b8abe144ffdfc27d371a",4,6,1,5,7,7,7,1,9,7,7,4,6,6,4,7,7,6,3,4,4,4,7,1,7,7,7,7,7,7,3,7,6,5,7,7,7,7,1,7,6,6,1,7,7,2,7,7,2,3,7,7,1,1,7,7,3,5,7,6,3,1,6,1,1,7,5,7,6,7,5,5,6,7,5,6,3,3,40,"Its because Darryl committed an especially brutal and premeditated killing.He planned an ambush,continued t attack after he was defenseless and delivered a final fatal kick out out of sheer retaliation.This punishment hold his fully accountable,sends a clear message that such extreme violence will result in severe conseuences and ensure he cannot harm others for decades.","I hope this sentence delivers just punishment for a brutal,premediated murder and sends a strong deterrent message against using lethal violence to silence others.",34,2,1,6,7,"",3,420,NA,NA,NA,4,7,3,7,5,1,1,7,4,6,1,1,1,1,5,5,1,2,1,0.549687151772765,5,5,7,5.25,0.956002656560552,0.752844904166659,7,5.33333333333333,6,7,7,7,7,6,6,1,7,4.33333333333333,5.4375,6.8,1.375,5.6,2.25,3.75,4.25,3.8,4.66666666666667,3.75,4.14285714285714,"Conservative"
100,492,1,"R_18N9xG4coG3imHh",1,"62a3be0d93b8dd1e69b4317d",2,7,1,5,7,2,7,3,9,7,5,7,4,1,4,7,7,3,2,5,5,1,7,1,7,7,7,7,7,7,7,7,1,6,7,5,6,3,7,1,6,7,7,3,3,6,5,7,1,1,7,7,1,1,7,7,5,3,6,2,6,7,3,2,1,5,5,6,3,7,1,5,1,1,1,7,1,1,50,"He killed a woman over nothing. He doesn't deserve freedom and can't be trusted.","Just to punish him and get him off the streets.",69,2,1,4,2,"",1,419,NA,NA,NA,6,7,3,7,1,3,2,1,1,2,1,1,1,1,3,2,3,5,1,1.23851286921351,6.5,5,4.5,5.25,0.956002656560552,1.09725776288703,6,2,3.6,7,7,7,7,3,6.5,2.5,1.66666666666667,6.66666666666667,4.5625,4,1,3.2,3.25,4.75,1,2.66666666666667,3.66666666666667,3.25,3.42857142857143,"Liberal"
100,803,1,"R_33qEoPFU7mtYiFm",1,"60d68186872b4738c7da0f8e",6,2,4,7,1,1,3,2,9,4,3,7,2,2,4,2,7,1,3,1,3,1,4,3,4,4,2,2,3,2,7,5,2,2,3,6,7,1,6,1,3,4,4,1,1,7,1,2,1,1,7,7,1,1,7,7,6,2,5,2,6,3,2,2,1,7,1,1,7,4,4,5,5,5,4,6,1,2,25,"I don't believe he intended to kill her, but he did.  This seems appropriate in light of the circumstances.","I hope he will dedicate himself to helping others and improving himself and still have time for a life outside of prison.",52,1,1,4,1,"",1,418,NA,NA,NA,2,4,1,5,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,-0.747647516695901,2,2.5,1,2,-1.62104798286354,-1.18434774977972,3.5,1.66666666666667,2.4,4.33333333333333,3,3.8,2.33333333333333,2.66666666666667,2.5,1.5,1.33333333333333,3.66666666666667,2.375,1.2,1,2.6,2,1,3,1.7,1.33333333333333,2,1.71428571428571,"Liberal"
100,2848,1,"R_7zSUMouSVSDEb8S",1,"5e4b793f03c92a08a6d28e3f",5,5,5,5,4,3,4,4,9,5,5,4,4,3,4,4,4,5,3,5,5,3,5,4,4,5,4,4,4,4,3,4,3,5,3,5,5,4,3,4,4,3,4,5,3,5,4,5,3,4,4,3,4,5,4,5,3,3,4,3,6,4,4,5,4,5,3,4,2,5,3,3,4,5,3,4,2,3,50,"I recommended this sentence due to his actions and inflictions on his girlfriend to cause her death.","I hope this event stays with him and he will live with the fact while serving in prison.",26,1,3,2,3,"",2,417,NA,NA,NA,3,3,3,4,5,3,3,5,4,3,4,5,4,3,5,2,3,6,4,0.995350443968003,4,3,3.5,3.625,-0.332522663151496,0.331413890408253,5,3.66666666666667,4.2,4.33333333333333,4.5,4.4,4,4,4,3,4.33333333333333,3.66666666666667,3.875,4,4,3.4,4.25,4,3,3.8,4.33333333333333,4,4.14285714285714,"Liberal"
100,1898,1,"R_5jVzz7hJvLfRuoy",1,"675b73a2f8ca714cdf307be7",5,6,2,5,7,5,2,6,9,3,5,3,2,2,4,5,3,6,6,4,5,5,6,3,5,5,5,2,5,3,4,3,6,4,2,2,6,6,3,2,5,3,5,6,3,7,5,5,5,5,5,5,6,6,5,5,4,6,5,5,5,6,5,6,5,5,6,5,5,6,5,4,5,6,5,4,5,5,25,"The sentence will likely make him feel admired, valued, and desired, because it frames him as someone who brings out a special version of you.","The sentence will likely affirm his impact",28,1,1,4,6,"None",1,416,NA,NA,NA,3,6,3,5,4,6,2,5,5,1,3,3,3,3,4,3,3,3,5,-0.747647516695901,4.5,4.5,6,4.75,0.559533327418384,-0.0940570946387589,4,3,3.4,5.33333333333333,5,5.2,3.33333333333333,4.33333333333333,3,4,4.33333333333333,4.33333333333333,3.9375,4,4.25,4.6,5.5,4.25,5,4.53333333333333,5.33333333333333,5,5.14285714285714,"Conservative"
100,872,1,"R_1Q5839Urgz1V09O",1,"652177a98948564c40f43f99",3,4,2,4,3,2,6,5,9,7,5,3,3,4,4,4,6,2,4,3,6,1,2,2,5,7,7,6,6,4,4,2,2,4,5,6,6,4,4,4,3,4,4,5,6,2,4,6,2,1,7,7,7,7,1,4,6,2,3,4,4,4,1,4,1,2,6,6,4,7,5,2,2,2,2,3,1,1,45,"I think that even though he didn't intend to kill Frankie, his actions show that he intended to harm her, and became more harmful as the interaction escalated.","I hope that this sentence would prevent Darryl from doing the same thing again and that he would learn that his choices were wrong.",46,2,3,6,6,"",1,415,NA,NA,NA,5,6,4,6,4,2,2,4,5,6,1,1,7,4,2,4,6,4,2,0.841280792031631,4.5,5,2.5,4.375,0.262181330561757,0.551731061296694,6,4,4.8,4.33333333333333,7,5.4,5.33333333333333,2.66666666666667,4.5,2,4,3.66666666666667,3.75,5.4,3.75,3,2.5,5.5,1.5,3.66666666666667,2.66666666666667,3.5,3.14285714285714,"Conservative"
100,511,1,"R_3cBjsXIRbPIyoY6",1,"674f97fef70c3dd15d138c3e",1,7,1,7,2,3,7,7,9,7,7,7,1,1,4,5,7,3,4,4,4,1,4,1,7,7,7,7,7,4,5,2,7,5,7,5,7,3,5,4,4,7,4,7,5,4,3,7,4,7,4,4,5,2,5,5,5,4,4,4,3,7,4,7,2,1,4,4,4,4,4,2,2,2,2,4,2,2,50,"A life for a life. ","Justice. ",35,1,4,6,7,NA,1,414,NA,NA,NA,7,7,1,7,3,3,1,3,1,4,4,4,3,3,3,5,7,4,1,1.23851286921351,7,4,2.5,5.125,0.85688532427501,1.04769909674426,7,1,3.4,6,7,6.4,6,4,6,2,3.33333333333333,5,4.4375,5.2,4,4,5,4.75,2,4.16666666666667,3,3.25,3.14285714285714,"Conservative"
100,1199,1,"R_5jLvvst6Vbqkk9P",1,"6752993adafe95d86087831b",4,1,1,4,1,1,2,2,9,7,7,5,6,3,4,1,7,1,1,1,1,1,2,3,4,6,6,5,4,5,4,4,3,2,4,4,3,3,4,2,3,2,4,4,5,3,5,5,2,3,6,6,4,3,2,4,4,3,3,3,5,4,5,4,1,1,1,4,1,7,4,6,7,2,7,4,1,1,50,"Darryl had previously abused Frankie, and Frankie tried to protect themselves by getting a protection order, which protected even Darryl from himself. Darryl disobeyed this, burst into Frankie's apartment and when she tried to call for help he began assaulting her, he then chased her, assaulted her again and she was killed for his lack of self control and basic human respect all people deserve. Even if Frankie got away, there would be a future Frankie for Darryl because he has self control issues and believes the laws that govern humanity and our society does not apply to him. ","It will keep a violent criminal out of society. Even if Darryl was single for a period, he would continue to become violent with others. ",39,2,4,4,5,"I would have not called the woman in the scenario Frankie, I would called it a more common female name to make things quicker. I had to go back and re-read the scenario twice to make sure I knew who was the man and who was the woman once it included a her pronoun. I just assumed at the beginning it was a gay relationship, which can be fitting as domestic violence in same sex relationships is higher than that of heterosexual couples. ",2,412,NA,NA,NA,4,7,4,5,4,4,5,4,3,5,2,2,6,4,4,3,7,7,1,0.995350443968003,2.5,5.5,1,2.75,-1.02634398915029,-0.0154967725911446,7,4,5.2,3.66666666666667,6,4.6,4.66666666666667,3.66666666666667,3,4.5,3,3,3.625,4.8,3.25,3.2,3.5,4.75,4,3.83333333333333,1,1,1,"Conservative"
100,1010,1,"R_6qfO9KlgD3XQEtl",1,"674cf37224bda3c152954bc3",2,1,2,3,1,1,4,4,9,5,6,3,5,2,4,4,5,5,4,4,5,2,4,3,4,4,4,6,3,4,4,4,4,5,5,3,5,4,4,3,3,2,3,3,1,5,4,5,4,4,7,7,4,4,4,6,7,1,4,2,3,4,1,5,3,5,2,2,4,3,1,1,1,1,1,5,1,1,35,"I think this is a long and appropriate sentence length for the crime he was charged with.","Providing an explanation for my answer ",74,2,1,2,1,"",3,411,NA,NA,NA,6,6,5,5,4,5,3,4,5,3,1,1,4,2,1,5,3,4,3,0.132758773182644,3.5,5.5,1,3.5,-0.431639995437038,-0.149440611127197,5.5,4,4.6,4.33333333333333,4,4.2,4.33333333333333,4,5,4,3.66666666666667,2.66666666666667,3.875,3.2,3,2.6,3.25,2.75,1,2.7,4,3.75,3.85714285714286,"Liberal"
100,1022,1,"R_1rrdkyIwYbYOqDe",1,"67f02740d233a50f479c4e20",3,3,2,5,2,3,7,6,9,5,5,5,3,4,4,6,5,3,2,2,3,2,5,2,5,5,6,5,3,3,5,3,3,3,5,5,7,2,4,3,5,5,7,3,3,5,3,2,2,2,6,6,2,2,6,6,3,5,5,5,3,6,3,6,3,6,2,3,5,5,3,5,5,5,5,6,3,5,25,"Daryl deserves a harsh punishment because he committed a crime in the process of protecting another crime.","To derer Daryl from continuing with his criminal activities and teach other people in society that it is wrong to engage in such criminal activities.",33,2,2,6,2,"",3,410,NA,NA,NA,5,6,3,6,3,3,1,4,3,3,2,2,2,2,5,5,2,3,3,-0.701097983997598,4,4.5,2.5,4.375,0.262181330561757,-0.219458326717921,5,3.33333333333333,4,5.33333333333333,5.5,5.4,3.66666666666667,3,4,2,3,5.66666666666667,3.625,2.8,2,5,4.5,2.5,4.5,3.36666666666667,4,2.25,3,"Liberal"
